# histogram of 2MPZ dN/dz_pseudo_zsp obtained by convolving dN/dzphot with a generlised Lorentzian of a=2.932 and s=0.01186 
# bin's dN/dzs is normalised to unity area from z=0 to z=1 
# mid_zsp       0.05_zsp_0.10_COUNT  
0.0005 		 1.1652811 
0.0015 		 1.2649429 
0.0025 		 1.3711498 
0.0035 		 1.4840474 
0.0045 		 1.6037554 
0.0055 		 1.7303661 
0.0065 		 1.8639424 
0.0075 		 2.0045169 
0.0085 		 2.1520910 
0.0095 		 2.3066340 
0.0105 		 2.4680829 
0.0115 		 2.6363434 
0.0125 		 2.8112898 
0.0135 		 2.9927669 
0.0145 		 3.1805917 
0.0155 		 3.3745556 
0.0165 		 3.5744274 
0.0175 		 3.7799562 
0.0185 		 3.9908748 
0.0195 		 4.2069035 
0.0205 		 4.4277534 
0.0215 		 4.6531300 
0.0225 		 4.8827368 
0.0235 		 5.1162780 
0.0245 		 5.3534615 
0.0255 		 5.5940005 
0.0265 		 5.8376158 
0.0275 		 6.0840361 
0.0285 		 6.3329986 
0.0295 		 6.5842488 
0.0305 		 6.8375392 
0.0315 		 7.0926281 
0.0325 		 7.3492777 
0.0335 		 7.6072515 
0.0345 		 7.8663119 
0.0355 		 8.1262170 
0.0365 		 8.3867179 
0.0375 		 8.6475554 
0.0385 		 8.9084571 
0.0395 		 9.1691342 
0.0405 		 9.4292790 
0.0415 		 9.6885618 
0.0425 		 9.9466291 
0.0435 		 10.2031009 
0.0445 		 10.4575694 
0.0455 		 10.7095978 
0.0465 		 10.9587190 
0.0475 		 11.2044357 
0.0485 		 11.4462202 
0.0495 		 11.6835157 
0.0505 		 11.9157372 
0.0515 		 12.1422739 
0.0525 		 12.3624918 
0.0535 		 12.5757369 
0.0545 		 12.7813390 
0.0555 		 12.9786168 
0.0565 		 13.1668819 
0.0575 		 13.3454448 
0.0585 		 13.5136203 
0.0595 		 13.6707332 
0.0605 		 13.8161236 
0.0615 		 13.9491527 
0.0625 		 14.0692074 
0.0635 		 14.1757048 
0.0645 		 14.2680958 
0.0655 		 14.3458679 
0.0665 		 14.4085471 
0.0675 		 14.4556987 
0.0685 		 14.4869275 
0.0695 		 14.5018768 
0.0705 		 14.5002263 
0.0715 		 14.4816904 
0.0725 		 14.4460148 
0.0735 		 14.3929730 
0.0745 		 14.3223635 
0.0755 		 14.2340062 
0.0765 		 14.1277395 
0.0775 		 14.0034183 
0.0785 		 13.8609133 
0.0795 		 13.7001110 
0.0805 		 13.5209164 
0.0815 		 13.3232572 
0.0825 		 13.1070918 
0.0835 		 12.8724189 
0.0845 		 12.6192912 
0.0855 		 12.3478322 
0.0865 		 12.0582559 
0.0875 		 11.7508892 
0.0885 		 11.4261962 
0.0895 		 11.0848032 
0.0905 		 10.7275228 
0.0915 		 10.3553757 
0.0925 		 9.9696080 
0.0935 		 9.5717013 
0.0945 		 9.1633746 
0.0955 		 8.7465760 
0.0965 		 8.3234627 
0.0975 		 7.8963691 
0.0985 		 7.4677644 
0.0995 		 7.0401998 
0.1005 		 6.6162488 
0.1015 		 6.1984440 
0.1025 		 5.7892130 
0.1035 		 5.3908179 
0.1045 		 5.0053019 
0.1055 		 4.6344461 
0.1065 		 4.2797375 
0.1075 		 3.9423504 
0.1085 		 3.6231410 
0.1095 		 3.3226534 
0.1105 		 3.0411371 
0.1115 		 2.7785716 
0.1125 		 2.5346982 
0.1135 		 2.3090546 
0.1145 		 2.1010116 
0.1155 		 1.9098087 
0.1165 		 1.7345888 
0.1175 		 1.5744290 
0.1185 		 1.4283685 
0.1195 		 1.2954320 
0.1205 		 1.1746493 
0.1215 		 1.0650711 
0.1225 		 0.9657814 
0.1235 		 0.8759057 
0.1245 		 0.7946177 
0.1255 		 0.7211428 
0.1265 		 0.6547602 
0.1275 		 0.5948030 
0.1285 		 0.5406574 
0.1295 		 0.4917611 
0.1305 		 0.4476010 
0.1315 		 0.4077103 
0.1325 		 0.3716654 
0.1335 		 0.3390832 
0.1345 		 0.3096176 
0.1355 		 0.2829566 
0.1365 		 0.2588191 
0.1375 		 0.2369526 
0.1385 		 0.2171299 
0.1395 		 0.1991472 
0.1405 		 0.1828215 
0.1415 		 0.1679886 
0.1425 		 0.1545013 
0.1435 		 0.1422273 
0.1445 		 0.1310483 
0.1455 		 0.1208580 
0.1465 		 0.1115608 
0.1475 		 0.1030713 
0.1485 		 0.0953125 
0.1495 		 0.0882154 
0.1505 		 0.0817178 
0.1515 		 0.0757640 
0.1525 		 0.0703036 
0.1535 		 0.0652915 
0.1545 		 0.0606869 
0.1555 		 0.0564529 
0.1565 		 0.0525566 
0.1575 		 0.0489679 
0.1585 		 0.0456599 
0.1595 		 0.0426079 
0.1605 		 0.0397900 
0.1615 		 0.0371860 
0.1625 		 0.0347778 
0.1635 		 0.0325490 
0.1645 		 0.0304845 
0.1655 		 0.0285707 
0.1665 		 0.0267954 
0.1675 		 0.0251473 
0.1685 		 0.0236160 
0.1695 		 0.0221924 
0.1705 		 0.0208679 
0.1715 		 0.0196347 
0.1725 		 0.0184858 
0.1735 		 0.0174146 
0.1745 		 0.0164152 
0.1755 		 0.0154822 
0.1765 		 0.0146106 
0.1775 		 0.0137958 
0.1785 		 0.0130337 
0.1795 		 0.0123204 
0.1805 		 0.0116523 
0.1815 		 0.0110263 
0.1825 		 0.0104393 
0.1835 		 0.0098886 
0.1845 		 0.0093716 
0.1855 		 0.0088860 
0.1865 		 0.0084296 
0.1875 		 0.0080004 
0.1885 		 0.0075967 
0.1895 		 0.0072166 
0.1905 		 0.0068586 
0.1915 		 0.0065213 
0.1925 		 0.0062033 
0.1935 		 0.0059033 
0.1945 		 0.0056202 
0.1955 		 0.0053529 
0.1965 		 0.0051004 
0.1975 		 0.0048618 
0.1985 		 0.0046362 
0.1995 		 0.0044227 
0.2005 		 0.0042207 
0.2015 		 0.0040295 
0.2025 		 0.0038483 
0.2035 		 0.0036767 
0.2045 		 0.0035139 
0.2055 		 0.0033596 
0.2065 		 0.0032132 
0.2075 		 0.0030742 
0.2085 		 0.0029422 
0.2095 		 0.0028168 
0.2105 		 0.0026976 
0.2115 		 0.0025844 
0.2125 		 0.0024767 
0.2135 		 0.0023742 
0.2145 		 0.0022766 
0.2155 		 0.0021838 
0.2165 		 0.0020953 
0.2175 		 0.0020111 
0.2185 		 0.0019308 
0.2195 		 0.0018542 
0.2205 		 0.0017812 
0.2215 		 0.0017115 
0.2225 		 0.0016450 
0.2235 		 0.0015816 
0.2245 		 0.0015209 
0.2255 		 0.0014630 
0.2265 		 0.0014077 
0.2275 		 0.0013548 
0.2285 		 0.0013043 
0.2295 		 0.0012559 
0.2305 		 0.0012097 
0.2315 		 0.0011654 
0.2325 		 0.0011230 
0.2335 		 0.0010824 
0.2345 		 0.0010435 
0.2355 		 0.0010063 
0.2365 		 0.0009706 
0.2375 		 0.0009364 
0.2385 		 0.0009036 
0.2395 		 0.0008722 
0.2405 		 0.0008420 
0.2415 		 0.0008130 
0.2425 		 0.0007852 
0.2435 		 0.0007585 
0.2445 		 0.0007329 
0.2455 		 0.0007083 
0.2465 		 0.0006847 
0.2475 		 0.0006619 
0.2485 		 0.0006401 
0.2495 		 0.0006191 
0.2505 		 0.0005989 
0.2515 		 0.0005795 
0.2525 		 0.0005608 
0.2535 		 0.0005428 
0.2545 		 0.0005255 
0.2555 		 0.0005088 
0.2565 		 0.0004928 
0.2575 		 0.0004773 
0.2585 		 0.0004624 
0.2595 		 0.0004481 
0.2605 		 0.0004343 
0.2615 		 0.0004209 
0.2625 		 0.0004081 
0.2635 		 0.0003957 
0.2645 		 0.0003837 
0.2655 		 0.0003722 
0.2665 		 0.0003611 
0.2675 		 0.0003504 
0.2685 		 0.0003400 
0.2695 		 0.0003300 
0.2705 		 0.0003203 
0.2715 		 0.0003110 
0.2725 		 0.0003020 
0.2735 		 0.0002933 
0.2745 		 0.0002849 
0.2755 		 0.0002767 
0.2765 		 0.0002689 
0.2775 		 0.0002613 
0.2785 		 0.0002539 
0.2795 		 0.0002468 
0.2805 		 0.0002400 
0.2815 		 0.0002333 
0.2825 		 0.0002269 
0.2835 		 0.0002206 
0.2845 		 0.0002146 
0.2855 		 0.0002088 
0.2865 		 0.0002031 
0.2875 		 0.0001977 
0.2885 		 0.0001924 
0.2895 		 0.0001872 
0.2905 		 0.0001823 
0.2915 		 0.0001774 
0.2925 		 0.0001728 
0.2935 		 0.0001682 
0.2945 		 0.0001639 
0.2955 		 0.0001596 
0.2965 		 0.0001555 
0.2975 		 0.0001515 
0.2985 		 0.0001476 
0.2995 		 0.0001438 
0.3005 		 0.0001402 
0.3015 		 0.0001367 
0.3025 		 0.0001332 
0.3035 		 0.0001299 
0.3045 		 0.0001266 
0.3055 		 0.0001235 
0.3065 		 0.0001204 
0.3075 		 0.0001175 
0.3085 		 0.0001146 
0.3095 		 0.0001118 
0.3105 		 0.0001091 
0.3115 		 0.0001064 
0.3125 		 0.0001039 
0.3135 		 0.0001014 
0.3145 		 0.0000990 
0.3155 		 0.0000966 
0.3165 		 0.0000943 
0.3175 		 0.0000921 
0.3185 		 0.0000899 
0.3195 		 0.0000878 
0.3205 		 0.0000858 
0.3215 		 0.0000838 
0.3225 		 0.0000818 
0.3235 		 0.0000800 
0.3245 		 0.0000781 
0.3255 		 0.0000763 
0.3265 		 0.0000746 
0.3275 		 0.0000729 
0.3285 		 0.0000713 
0.3295 		 0.0000697 
0.3305 		 0.0000681 
0.3315 		 0.0000666 
0.3325 		 0.0000651 
0.3335 		 0.0000637 
0.3345 		 0.0000623 
0.3355 		 0.0000609 
0.3365 		 0.0000596 
0.3375 		 0.0000583 
0.3385 		 0.0000570 
0.3395 		 0.0000558 
0.3405 		 0.0000546 
0.3415 		 0.0000534 
0.3425 		 0.0000522 
0.3435 		 0.0000511 
0.3445 		 0.0000500 
0.3455 		 0.0000490 
0.3465 		 0.0000479 
0.3475 		 0.0000469 
0.3485 		 0.0000460 
0.3495 		 0.0000450 
0.3505 		 0.0000441 
0.3515 		 0.0000432 
0.3525 		 0.0000423 
0.3535 		 0.0000414 
0.3545 		 0.0000405 
0.3555 		 0.0000397 
0.3565 		 0.0000389 
0.3575 		 0.0000381 
0.3585 		 0.0000373 
0.3595 		 0.0000366 
0.3605 		 0.0000359 
0.3615 		 0.0000351 
0.3625 		 0.0000344 
0.3635 		 0.0000338 
0.3645 		 0.0000331 
0.3655 		 0.0000324 
0.3665 		 0.0000318 
0.3675 		 0.0000312 
0.3685 		 0.0000306 
0.3695 		 0.0000300 
0.3705 		 0.0000294 
0.3715 		 0.0000288 
0.3725 		 0.0000283 
0.3735 		 0.0000277 
0.3745 		 0.0000272 
0.3755 		 0.0000267 
0.3765 		 0.0000262 
0.3775 		 0.0000257 
0.3785 		 0.0000252 
0.3795 		 0.0000247 
0.3805 		 0.0000243 
0.3815 		 0.0000238 
0.3825 		 0.0000234 
0.3835 		 0.0000229 
0.3845 		 0.0000225 
0.3855 		 0.0000221 
0.3865 		 0.0000217 
0.3875 		 0.0000213 
0.3885 		 0.0000209 
0.3895 		 0.0000205 
0.3905 		 0.0000201 
0.3915 		 0.0000198 
0.3925 		 0.0000194 
0.3935 		 0.0000191 
